date,docket,case_name,justice,pdf_url,word_count,page_count,dissent_mentions,concurrence_mentions,first_amend_mentions,fourth_amend_mentions,fifth_amend_mentions,sixth_amend_mentions,eigth_amend_mentions
6/23/23,22-196,Samia v. United States,T,https://www.supremecourt.gov/opinions/22pdf/599us1r46_dc8f.pdf,12426,37,20,7,0,0,1,14,0
6/22/23,22-23,Pugin v. Garland,BK,https://www.supremecourt.gov/opinions/22pdf/599us1r45_6537.pdf,12535,37,26,9,0,0,0,0,0
6/22/23,21-1484,Arizona v. Navajo Nation,BK,https://www.supremecourt.gov/opinions/22pdf/599us1r44_54l8.pdf,16271,47,30,7,0,0,0,0,0
6/22/23,22-381,Yegiazaryan v. Smagin,SS,https://www.supremecourt.gov/opinions/22pdf/599us1r43_jhek.pdf,7672,24,12,0,0,0,0,0,0
6/22/23,21-857,Jones v. Hendrix,T,https://www.supremecourt.gov/opinions/22pdf/599us1r42_2b35.pdf,24760,70,54,8,0,0,0,0,4
6/16/23,22-49,Lora v. United States,KJ,https://www.supremecourt.gov/opinions/22pdf/599us1r41_2bo2.pdf,3859,14,0,23,0,0,0,0,0
6/16/23,21-1052,"United States ex rel. Polansky v. Executive Health Resources, Inc.",EK,https://www.supremecourt.gov/opinions/22pdf/599us1r40_q8l1.pdf,12335,36,24,5,0,0,0,0,0
6/15/23,22-227,Lac du Flambeau Band of Lake Superior Chippewa Indians v. Coughlin,KJ,https://www.supremecourt.gov/opinions/22pdf/599us1r39_3204.pdf,12607,39,38,13,0,0,0,0,0
6/15/23,21-376,Haaland v. Brackeen,AB,https://www.supremecourt.gov/opinions/22pdf/599us1r38_khmp.pdf,44664,129,62,57,0,0,0,0,0
6/15/23,21-1576,Smith v. United States,A,https://www.supremecourt.gov/opinions/22pdf/599us1r37_8m59.pdf,7272,21,0,1,0,0,0,4,0
6/08/23,21-806,Health and Hospital Corporation of Marion Cty. v. Talevski,KJ,https://www.supremecourt.gov/opinions/22pdf/599us1r36_feah.pdf,24960,72,57,19,0,0,0,0,0
6/08/23,22-148,"Jack Daniel’s Properties, Inc. v. VIP Products LLC",EK,https://www.supremecourt.gov/opinions/22pdf/599us1r35_3f14.pdf,8979,28,0,9,14,0,0,0,0
6/08/23,22-10,Dubin v. United States,SS,https://www.supremecourt.gov/opinions/22pdf/599us1r34_p86b.pdf,11033,32,3,18,0,0,0,0,0
6/08/23,21-1086,Allen v. Milligan,R,https://www.supremecourt.gov/opinions/22pdf/599us1r33_dc8f.pdf,37802,111,111,33,0,0,0,0,0
6/01/23,21-1449,"Glacier Northwest, Inc. v. Teamsters",AB,https://www.supremecourt.gov/opinions/22pdf/598us2r32_ca7d.pdf,15926,47,32,13,0,0,0,0,0
6/01/23,22-200,"Slack Technologies, LLC v. Pirani",NG,https://www.supremecourt.gov/opinions/22pdf/598us2r31_5h26.pdf,4742,14,2,0,0,0,0,0,0
6/01/23,21-1326,United States ex rel. Schutte v. Supervalu Inc.,T,https://www.supremecourt.gov/opinions/22pdf/598us2r30_g2bh.pdf,7008,22,0,0,0,0,0,0,0
5/25/23,22-210,Dupree v. Younger,AB,https://www.supremecourt.gov/opinions/22pdf/598us2r29_k5fm.pdf,3832,12,0,2,0,0,0,0,0
5/25/23,21-454,Sackett v. EPA,A,https://www.supremecourt.gov/opinions/22pdf/598us2r28_hgcj.pdf,27911,80,5,72,0,0,0,0,0
5/25/23,22-166,Tyler v. Hennepin County,R,https://www.supremecourt.gov/opinions/22pdf/598us2r27_aplc.pdf,7472,22,0,5,0,0,7,0,4
5/22/23,22-714,Calcutt v. FDIC,PC,https://www.supremecourt.gov/opinions/22pdf/598us2r26_feag.pdf,2876,10,0,0,0,0,0,0,0
5/18/23,21-1333,Gonzalez v. Google LLC,PC,https://www.supremecourt.gov/opinions/22pdf/598us2r25_i32j.pdf,2882,8,0,0,1,0,0,0,0
5/18/23,21-757,Amgen Inc. v. Sanofi,NG,https://www.supremecourt.gov/opinions/22pdf/598us2r24_m6hn.pdf,8732,25,0,0,0,0,0,0,0
5/18/23,21-869,"Andy Warhol Foundation for Visual Arts, Inc. v. Goldsmith",SS,https://www.supremecourt.gov/opinions/22pdf/598us2r23_c0n2.pdf,29239,88,87,14,0,0,0,0,0
5/18/23,21-1496,"Twitter, Inc. v. Taamneh",T,https://www.supremecourt.gov/opinions/22pdf/598us2r22_hejm.pdf,13323,39,0,3,1,0,0,0,0
5/18/23,21-1454,Ohio Adjutant General’s Dept. v. FLRA,T,https://www.supremecourt.gov/opinions/22pdf/598us2r21_5425.pdf,7439,24,13,1,0,0,0,0,0
5/18/23,21-1599,Polselli v. IRS,R,https://www.supremecourt.gov/opinions/22pdf/598us2r20_b07d.pdf,6086,19,1,6,0,0,0,0,0
5/11/23,21-1436,Santos-Zacaria v. Garland,KJ,https://www.supremecourt.gov/opinions/22pdf/598us2r19_dc8f.pdf,7307,23,0,2,0,0,0,0,0
5/11/23,21-468,National Pork Producers Council v. Ross,NG,https://www.supremecourt.gov/opinions/22pdf/598us2r18_g2bh.pdf,19911,57,27,28,0,1,0,0,0
5/11/23,22-96,"Financial Oversight and Management Bd. for P. R. v. Centro De Periodismo Investigativo, Inc.",EK,https://www.supremecourt.gov/opinions/22pdf/598us2r17_c0nd.pdf,6105,19,11,0,0,1,0,0,0
5/11/23,21-1158,Percoco v. United States,A,https://www.supremecourt.gov/opinions/22pdf/598us2r16_4gdj.pdf,7003,22,5,11,1,0,0,0,0
5/11/23,21-1170,Ciminelli v. United States,T,https://www.supremecourt.gov/opinions/22pdf/598us2r15_d1o2.pdf,4456,15,0,4,0,0,0,0,0
4/19/23,21-1270,MOAC Mall Holdings LLC v. Transform Holdco LLC,KJ,https://www.supremecourt.gov/opinions/22pdf/598us1r14_3e04.pdf,6496,20,0,0,0,0,0,0,0
4/19/23,21-1450,Turkiye Halk Bankasi A.S. v. United States,BK,https://www.supremecourt.gov/opinions/22pdf/598us1r13_3e04.pdf,8494,26,3,6,0,0,0,0,0
4/19/23,21-442,Reed v. Goertz,BK,https://www.supremecourt.gov/opinions/22pdf/598us1r12_l5gm.pdf,12246,36,36,1,0,0,0,0,0
4/18/23,"156, Orig.",New York v. New Jersey,BK,https://www.supremecourt.gov/opinions/22pdf/598us1r11_ca7d.pdf,4067,14,0,1,0,0,0,0,0
4/14/23,21-86,"Axon Enterprise, Inc. v. FTC",EK,https://www.supremecourt.gov/opinions/22pdf/598us1r10_febh.pdf,15611,45,7,28,0,0,0,0,0
3/28/23,21-1164,Wilkins v. United States,SS,https://www.supremecourt.gov/opinions/22pdf/598us1r9_8mjp.pdf,8411,25,21,1,0,0,0,0,0
3/21/23,21-887,Luna Perez v. Sturgis Public Schools,NG,https://www.supremecourt.gov/opinions/22pdf/598us1r8_limq.pdf,3581,12,1,1,0,0,0,0,0
2/28/23,"145, Orig.",Delaware v. Pennsylvania,KJ,https://www.supremecourt.gov/opinions/22pdf/598us1r7_3dq4.pdf,9489,29,0,0,0,0,0,0,0
2/28/23,21-1195,Bittner v. United States,NG,https://www.supremecourt.gov/opinions/22pdf/598us1r6_0813.pdf,10836,32,25,1,0,0,0,0,0
2/22/23,21-908,Bartenwerfer v. Buckley,AB,https://www.supremecourt.gov/opinions/22pdf/598us1r5_1b72.pdf,5616,18,0,4,0,0,0,0,0
2/22/23,21-984,"Helix Energy Solutions Group, Inc. v. Hewitt",EK,https://www.supremecourt.gov/opinions/22pdf/598us1r4_1a7d.pdf,11131,32,25,0,0,0,0,0,0
2/22/23,21-846,Cruz v. Arizona,SS,https://www.supremecourt.gov/opinions/22pdf/598us1r3_j4ek.pdf,8079,24,16,2,0,0,0,0,1
1/23/23,21-1397,In re Grand Jury,PC,https://www.supremecourt.gov/opinions/22pdf/598us1r2_d18e.pdf,552,4,0,0,0,0,0,0,0
1/23/23,21-432,Arellano v. McDonough,AB,https://www.supremecourt.gov/opinions/22pdf/598us1r1_3e04.pdf,4953,16,0,1,0,0,0,0,0
8/16/24,24A78,Department of Education v. Louisiana,PC,https://www.supremecourt.gov/opinions/23pdf/603us1r60_32q3.pdf,3601,13,12,0,2,0,0,0,0
7/01/24,22-1008,"Corner Post, Inc. v. Board of Governors",AB,https://www.supremecourt.gov/opinions/23pdf/603us1r59_4fci.pdf,25032,69,61,25,0,0,0,0,0
7/01/24,22-277,"Moody v. NetChoice, LLC",EK,https://www.supremecourt.gov/opinions/23pdf/603us1r58_8mj9.pdf,32320,94,4,92,130,0,0,0,0
7/01/24,23-939,Trump v. United States,R,https://www.supremecourt.gov/opinions/23pdf/603us1r57_2dp3.pdf,39935,116,97,48,2,0,2,0,0
6/28/24,23-175,City of Grants Pass v. Johnson,NG,https://www.supremecourt.gov/opinions/23pdf/603us1r56_1bo2.pdf,26109,75,87,10,1,2,0,1,54
6/28/24,23-5572,Fischer v. United States,R,https://www.supremecourt.gov/opinions/23pdf/603us1r55_6j36.pdf,13978,42,34,16,1,0,0,0,0
6/28/24,22-451,Loper Bright Enterprises v. Raimondo,R,https://www.supremecourt.gov/opinions/23pdf/603us1r54_o7jp.pdf,40369,113,85,67,0,0,0,0,0
6/27/24,23-726,Moyle v. United States,PC,https://www.supremecourt.gov/opinions/23pdf/603us1r53_l5gm.pdf,15774,47,37,34,0,0,0,0,0
6/27/24,23A349,Ohio v. Environmental Protection Agency,NG,https://www.supremecourt.gov/opinions/23pdf/603us1r52_d18f.pdf,16221,47,38,5,0,0,0,0,0
6/27/24,23-124,Harrington v. Purdue Pharma L.P.,NG,https://www.supremecourt.gov/opinions/23pdf/603us1r51_1b8e.pdf,26012,77,86,2,0,0,0,0,0
6/27/24,22-859,SEC v. Jarkesy,R,https://www.supremecourt.gov/opinions/23pdf/603us1r50_7kh7.pdf,34340,97,115,72,1,1,3,0,0
6/26/24,23-411,Murthy v. Missouri,AB,https://www.supremecourt.gov/opinions/23pdf/603us1r49_n6io.pdf,23040,68,51,0,13,0,0,0,0
6/26/24,23-108,Snyder v. United States,BK,https://www.supremecourt.gov/opinions/23pdf/603us1r48_g3ci.pdf,14996,44,29,4,0,0,0,0,0
6/21/24,"141, Orig.",Texas v. New Mexico,KJ,https://www.supremecourt.gov/opinions/23pdf/602us1r47_c07d.pdf,16843,50,37,0,0,0,0,0,0
6/21/24,23-334,Department of State v. Munoz,AB,https://www.supremecourt.gov/opinions/23pdf/602us1r46_gfbi.pdf,15775,46,42,10,7,0,3,0,0
6/21/24,23-370,Erlinger v. United States,NG,https://www.supremecourt.gov/opinions/23pdf/602us1r45_h31i.pdf,27500,80,99,36,0,0,2,54,1
6/21/24,22-899,Smith v. Arizona,EK,https://www.supremecourt.gov/opinions/23pdf/602us1r44_kjfm.pdf,14968,44,9,43,0,1,1,6,0
6/21/24,22-915,United States v. Rahimi,R,https://www.supremecourt.gov/opinions/23pdf/602us1r43_p860.pdf,34523,101,83,88,6,0,0,5,1
6/20/24,22-1025,Gonzalez v. Trevino,PC,https://www.supremecourt.gov/opinions/23pdf/602us1r42_l5gm.pdf,9318,29,9,27,7,0,0,0,0
6/20/24,22-800,Moore v. United States,BK,https://www.supremecourt.gov/opinions/23pdf/602us1r41_h3dj.pdf,28294,83,45,30,0,0,2,0,0
6/20/24,23-50,Chiaverini v. City of Napoleon,EK,https://www.supremecourt.gov/opinions/23pdf/602us1r40_f20g.pdf,5787,18,16,3,0,49,0,0,0
6/20/24,23-14,Diaz v. United States,T,https://www.supremecourt.gov/opinions/23pdf/602us1r39_2b8e.pdf,10519,32,24,8,0,0,0,0,0
6/14/24,22-1238,"United States Trustee v. John Q. Hammons Fall 2006, LLC",KJ,https://www.supremecourt.gov/opinions/23pdf/602us1r38_mlho.pdf,14003,41,46,6,0,0,0,0,0
6/14/24,22-674,Campos-Chaves v. Garland,A,https://www.supremecourt.gov/opinions/23pdf/602us1r37_7khn.pdf,14063,42,26,0,0,0,0,0,0
6/14/24,22-976,Garland v. Cargill,T,https://www.supremecourt.gov/opinions/23pdf/602us1r36_k537.pdf,13974,43,40,8,0,0,0,0,0
6/13/24,23-235,FDA v. Alliance for Hippocratic Medicine,BK,https://www.supremecourt.gov/opinions/23pdf/602us1r35_h3ci.pdf,14072,41,2,18,0,0,0,0,0
6/13/24,23-367,Starbucks Corp. v. McKinney,T,https://www.supremecourt.gov/opinions/23pdf/602us1r34_e29g.pdf,10028,30,8,11,0,0,0,0,0
6/13/24,22-704,Vidal v. Elster,T,https://www.supremecourt.gov/opinions/23pdf/602us1r33_qqm4.pdf,18809,55,3,58,67,0,0,0,0
6/06/24,22-1079,Truck Insurance Exchange v. Kaiser Gypsum Co.,SS,https://www.supremecourt.gov/opinions/23pdf/602us1r32_2q24.pdf,6402,20,0,0,0,0,0,0,0
6/06/24,23-146,Connelly v. United States,T,https://www.supremecourt.gov/opinions/23pdf/602us1r31_6537.pdf,4078,13,0,0,0,0,0,0,0
6/06/24,23-250,Becerra v. San Carlos Apache Tribe,R,https://www.supremecourt.gov/opinions/23pdf/602us1r30_g3bi.pdf,11866,37,20,1,0,0,0,0,0
5/30/24,22-529,"Cantero v. Bank of America, N. A.",BK,https://www.supremecourt.gov/opinions/23pdf/602us1r29_0861.pdf,6411,19,0,0,0,0,0,0,0
5/30/24,22-842,National Rifle Association of America v. Vullo,SS,https://www.supremecourt.gov/opinions/23pdf/602us1r28_9o6b.pdf,10653,32,0,10,53,0,0,0,0
5/30/24,22-982,Thornell v. Jones,A,https://www.supremecourt.gov/opinions/23pdf/602us1r27_jhek.pdf,7435,23,12,1,0,0,0,2,0
5/23/24,23-3,Coinbase v. Suski,KJ,https://www.supremecourt.gov/opinions/23pdf/602us1r26_k537.pdf,3860,13,0,5,0,0,0,0,0
5/23/24,22-6389,Brown v. United States,A,https://www.supremecourt.gov/opinions/23pdf/602us1r25_p86b.pdf,14568,44,34,2,0,0,0,0,0
5/23/24,22-807,Alexander v. South Carolina State Conference of the NAACP,A,https://www.supremecourt.gov/opinions/23pdf/602us1r24_j4ek.pdf,34288,102,90,40,0,0,0,0,0
5/16/24,23-21,Harrow v. Department of Defense,EK,https://www.supremecourt.gov/opinions/23pdf/601us2r23_khlp.pdf,4113,13,0,0,0,0,0,0,0
5/16/24,22-1218,Smith v. Spizzirri,SS,https://www.supremecourt.gov/opinions/23pdf/601us2r22_o7jq.pdf,2920,10,0,0,0,0,0,0,0
5/16/24,22-448,"Consumer Financial Protection Bureau v. Community Financial Services Assn. of America, Ltd.",T,https://www.supremecourt.gov/opinions/23pdf/601us2r21_7648.pdf,19556,58,52,20,0,0,0,0,0
5/09/24,22-585,Culley v. Marshall,BK,https://www.supremecourt.gov/opinions/23pdf/601us2r20_09m1.pdf,13789,41,22,17,0,5,0,0,0
5/09/24,22-1078,"Warner Chappell Music, Inc. v. Nealy",EK,https://www.supremecourt.gov/opinions/23pdf/601us2r19_jifl.pdf,4044,13,5,0,0,0,0,0,0
4/17/24,22-193,Muldrow v. City of St. Louis,EK,https://www.supremecourt.gov/opinions/23pdf/601us2r18_6j37.pdf,7241,22,0,13,0,0,0,0,0
4/17/24,22-7386,McIntosh v. United States,SS,https://www.supremecourt.gov/opinions/23pdf/601us2r17_nmio.pdf,5757,18,0,0,0,0,0,0,0
4/16/24,22-888,Rudisill v. McDonough,KJ,https://www.supremecourt.gov/opinions/23pdf/601us2r16_2dp3.pdf,12571,38,24,21,0,0,0,0,0
4/16/24,22-913,DeVillier v. Texas,T,https://www.supremecourt.gov/opinions/23pdf/601us2r15_apl1.pdf,3075,11,0,0,0,0,8,0,0
4/12/24,22-1074,Sheetz v. El Dorado County,AB,https://www.supremecourt.gov/opinions/23pdf/601us2r14_00m5.pdf,6440,20,0,11,0,0,5,0,0
4/12/24,22-1165,"Macquarie Infrastructure Corp. v. Moab Partners, L. P.",SS,https://www.supremecourt.gov/opinions/23pdf/601us2r13_8mjp.pdf,3852,12,0,0,0,0,0,0,0
4/12/24,23-51,"Bissonnette v. LePage Bakeries Park St., LLC",R,https://www.supremecourt.gov/opinions/23pdf/601us2r12_7648.pdf,4247,13,2,0,0,0,0,0,0
3/19/24,22-1178,FBI v. Fikre,NG,https://www.supremecourt.gov/opinions/23pdf/601us1r11_7lh8.pdf,4627,14,0,3,0,0,0,0,0
3/19/24,22-666,Wilkinson v. Garland,SS,https://www.supremecourt.gov/opinions/23pdf/601us1r10_k5fm.pdf,8777,27,17,4,0,0,0,0,0
3/15/24,22-324,O’Connor-Ratcliff v. Garnier,PC,https://www.supremecourt.gov/opinions/23pdf/601us1r09_hgci.pdf,1502,6,0,0,2,0,0,0,0
3/15/24,22-611,Lindke v. Freed,AB,https://www.supremecourt.gov/opinions/23pdf/601us1r08_a8cf.pdf,6829,20,0,0,9,0,0,0,0
3/15/24,22-340,Pulsifer v. United States,EK,https://www.supremecourt.gov/opinions/23pdf/601us1r07_19m1.pdf,22134,65,60,1,0,0,0,1,0
3/04/24,23-719,Trump v. Anderson,PC,https://www.supremecourt.gov/opinions/23pdf/601us1r06_a86c.pdf,8991,26,2,12,1,0,0,0,0
2/21/24,22-721,McElrath v. Georgia,KJ,https://www.supremecourt.gov/opinions/23pdf/601us1r05_1qm2.pdf,4539,15,0,6,0,0,6,0,0
2/21/24,22-500,Great Lakes Ins. SE v. Raiders Retreat Realty Co.,BK,https://www.supremecourt.gov/opinions/23pdf/601us1r04_4g15.pdf,7670,24,3,14,0,0,0,0,0
2/08/24,22-846,Department of Agriculture Rural Development Rural Housing Service v. Kirtz,NG,https://www.supremecourt.gov/opinions/23pdf/601us1r03_4gcj.pdf,8334,25,3,1,0,0,0,0,0
2/08/24,22-660,"Murray v. UBS Securities, LLC",SS,https://www.supremecourt.gov/opinions/23pdf/601us1r02_c07d.pdf,6675,21,1,5,0,0,0,0,0
12/05/23,22-429,"Acheson Hotels, LLC v. Laufer",AB,https://www.supremecourt.gov/opinions/23pdf/601us1r01_q86b.pdf,7910,24,5,28,0,0,0,0,0
